R²,MSE,MAE,symbol_list,hidden_layer_sizes,max_iter,n_iter_no_change,learning_rate,learning_rate_init,batch_size,tol,alpha,shuffle
-0.2386041650746659,0.32058370282771237,0.2897014524557242,filtered,"(5000, 5000)",200,10,adaptive,0.001,auto,0.0001,0.0001,True
