R²,MSE,MAE,symbol_list,iterations,hidden_layer_sizes,max_iter,n_iter_no_change,learning_rate,learning_rate_init,batch_size,tol,alpha,shuffle
-0.4312013413018738,0.05211980002042515,0.20155270491703145,filtered,10,"(372, 372, 372, 372, 372, 372, 372)",200,3,adaptive,0.001,auto,0.0001,0.0001,True
