Ticker
MATAS.CO
TRIFOR.CO
GMAB.CO
GN.CO
DANSKE.CO
CARL-B.CO
MAERSK-B.CO
RBREW.CO
ISS.CO
DSV.CO
SCHO.CO
JYSK.CO
STG.CO
NOVO-B.CO
NKT.CO
TSLA
DEMANT.CO
BAVA.CO 
ALSYDB.CO
COLO-B.CO
CBRAIN.CO
NETC.CO
SPG.CO
SOLAR-B.CO
FLUG-B.CO
DNORD.CO
TRYG.CO
ALMB.CO
NDA-DK.CO
RILBA.CO
HVID.CO
SKJE.CO
VJBA.CO
NRDF.CO
LASP.CO
FOBANK.CO
LOLB.CO
DAB.CO
DJUR.CO
MNBA.CO
GUBRA.CO
ZEAL.CO
PAAL-B.CO
NTG.CO
GRLA.CO
CHEMM.CO
HLUN-A.CO
PNDORA.CO
VWS.CO
AMBU-B.CO
ORSTED.CO
DFDS.CO
CEMAT.CO
ROCK-B.CO
KRE.CO
HARB-B.CO
ALK-B.CO
BETCO-DKK.CO
MTHH.CO
AOJ-B.CO
A2A.MI
AALB.AS
ABB.ST
ABBN.SW
ABN.AS
AC.PA
ACA.PA
ACS.MC
ACX.MC
AD.AS
ADDT-B.ST
ADS.DE
ADYEN.AS
AENA.MC
AF.AS
AGN.AS
AI.PA
AIR.DE
AIR.PA
AKZA.AS
ALC.SW
ALFA.ST
ALFEN.AS
ALTR.LS
ALV.DE
AMG.AS
AMP.MI
AMS.MC
ANA.MC
ANE.MC
APAM.AS
ARCAD.AS
ASM.AS
ASML.AS
ASRNL.AS
ASSA-B.ST
ATCO-A.ST
AZM.MI
AZN.ST
BAMI.MI
BAS.DE
BAYN.DE
BBVA.MC
BC.MI
BCP.LS
BEI.DE
BESI.AS
BFIT.AS
BKT.MC
BMED.MI
BMPS.MI
BMW.DE
BN.PA
BNP.PA
BNR.DE
BOKA.AS
BOL.ST
BPE.MI
BPSO.MI
BVI.PA
BZU.MI
CA.PA
CABK.MC
CAP.PA
CBK.DE
CFR.SW
CLNX.MC
COL.MC
CON.DE
COR.LS
CPR.MI
CRBN.AS
CS.PA
CTT.LS
DB1.DE
DBK.DE
DG.PA
DHL.DE
DIA.MI
DSFIR.AS
DSY.PA
DTE.DE
DTG.DE
ECMPA.AS
EDEN.PA
EDP.LS
EDPR.LS
EGL.LS
EL.PA
ELE.MC
ELISA.HE
EN.PA
ENEL.MI
ENG.MC
ENGI.PA
ENI.MI
ENR.DE
EOAN.DE
EPI-A.ST
EQT.ST
ERF.PA
ERIC-B.ST
ESSITY-B.ST
EVO.ST
EXO.AS
Euronext.BR
Euronext.PA
FAGR.AS
FBK.MI
FDR.MC
FER.MC
FLOW.AS
FME.DE
FORTUM.HE
FRE.DE
FUR.AS
G.MI
G1A.DE
G24.DE
GALP.LS
GEBN.SW
GIVN.SW
GLE.PA
GLPG.AS
GRF.MC
GVNV.AS
HEI.DE
HEIA.AS
HEN3.DE
HER.MI
HEXA-B.ST
HIAB.HE
HM-B.ST
HNR1.DE
HO.PA
HOLN.SW
HUH1V.HE
IAG.MC
IBE.MC
IBS.LS
IDR.MC
IFX.DE
IG.MI
IMCD.AS
INDU-C.ST
INGA.AS
INPST.AS
INTER.AS
INVE-B.ST
INW.MI
IP.MI
ISP.MI
ITX.MC
IVG.MI
JDEP.AS
JMT.LS
KALMAR.HE
KCR.HE
KEMIRA.HE
KER.PA
KESKOB.HE
KNEBV.HE
KNIN.SW
KOJAMO.HE
KPN.AS
LDO.MI
LIFCO-B.ST
LOG.MC
LOGN.SW
LONN.SW
LR.PA
MANTA.HE
MAP.MC
MB.MI
MBG.DE
MC.PA
METSO.HE
ML.PA
MONC.MI
MRK.DE
MRL.MC
MT.AS
MT.PA
MTS.MC
MTX.DE
MUV2.DE
NBA.LS
NDA-FI.HE
NDA-SE.ST
NESN.SW
NESTE.HE
NEXI.MI
NIBE-B.ST
NN.AS
NOKIA.HE
NOS.LS
NOVN.SW
NTGY.MC
NVG.LS
OCI.AS
OR.PA
ORA.PA
ORNBV.HE
OSE:.OL
OUT1V.HE
PAH3.DE
PGHN.SW
PHIA.AS
PHR.LS
PIRC.MI
PNL.AS
PRX.AS
PRY.MI
PST.MI
PUB.PA
PUIG.MC
QIA.DE
QTCOM.HE
RACE.MI
RAND.AS
REC.MI
RED.MC
REN.AS
RENE.LS
REP.MC
RHM.DE
RI.PA
RMS.PA
RNO.PA
ROG.SW
ROVI.MC
RWE.DE
SAAB-B.ST
SAB.MC
SAF.PA
SAMPO.HE
SAN.MC
SAN.PA
SAND.ST
SAP.DE
SBMO.AS
SCA-B.ST
SCMN.SW
SCYR.MC
SEB-A.ST
SEM.LS
SGO.PA
SHB-A.ST
SHELL.AS
SHL.DE
SIE.DE
SIKA.SW
SKA-B.ST
SKF-B.ST
SLHN.SW
SLR.MC
SON.LS
SONC.LS
SOON.SW
SPM.MI
SREN.SW
SRG.MI
STERV.HE
STLAM.MI
STLAP.PA
STMMI.MI
STMPA.PA
SU.PA
SWED-A.ST
SY1.DE
TEF.MC
TEL2-B.ST
TELIA.ST
TEN.MI
TEP.PA
TIETO.HE
TIT.MI
TRN.MI
TTE.PA
TWEKA.AS
TYRES.HE
UBSG.SW
UCG.MI
UMG.AS
UNA.AS
UNI.MC
UNI.MI
UPM.HE
URW.PA
VALMT.HE
VIE.PA
VNA.DE
VOLV-B.ST
VOW3.DE
VPK.AS
WDP.AS
WKL.AS
WRT1V.HE
ZAL.DE
ZURN.SW
RBLN-B.CO
